seed,fold,model_name,rank,feature_name,mi_score
43,10,bworf_mi,1,D715,0.09896109101843864
43,10,bworf_mi,2,D547,0.09852233951561473
43,10,bworf_mi,3,D202,0.07726288881535015
43,10,bworf_mi,4,D708,0.07688623211237444
43,10,bworf_mi,5,D437,0.07663364972782771
43,10,bworf_mi,6,D425,0.07652254890524524
43,10,bworf_mi,7,D272,0.07579411450146156
43,10,bworf_mi,8,D709,0.07428006419606459
43,10,bworf_mi,9,D424,0.07109170956430333
43,10,bworf_mi,10,D719,0.07060433107445174
43,10,bworf_mi,11,D560,0.06936546704675761
43,10,bworf_mi,12,D296,0.06916916428632414
43,10,bworf_mi,13,D619,0.06891985703514236
43,10,bworf_mi,14,D291,0.06876613102546614
43,10,bworf_mi,15,D420,0.06757016742824962
43,10,bworf_mi,16,D191,0.06749436227684247
43,10,bworf_mi,17,D527,0.06628516600194057
43,10,bworf_mi,18,D185,0.06509970456624847
43,10,bworf_mi,19,D271,0.06474093038733031
43,10,bworf_mi,20,D033,0.06413235779347426
43,10,bworf_mi,21,D574,0.0637384340455327
43,10,bworf_mi,22,D048,0.0631592369300944
43,10,bworf_mi,23,D712,0.063090727626409
43,10,bworf_mi,24,D513,0.06236804742673763
43,10,bworf_mi,25,D201,0.062366917133900746
43,10,bworf_mi,26,D161,0.06074342815870226
43,10,bworf_mi,27,D155,0.06072709476524918
43,10,bworf_mi,28,D315,0.059545869942807306
43,10,bworf_mi,29,D190,0.05851189070673235
43,10,bworf_mi,30,D435,0.05839190190855614
43,10,bworf_mi,31,D694,0.05835690941632499
43,10,bworf_mi,32,D198,0.05824981009720687
43,10,bworf_mi,33,D141,0.05711484782161236
43,10,bworf_mi,34,D421,0.05710610846847919
43,10,bworf_mi,35,D316,0.05670008530690418
43,10,bworf_mi,36,D519,0.05645367332258777
43,10,bworf_mi,37,D095,0.056263644757190256
43,10,bworf_mi,38,D214,0.05575236005810935
43,10,bworf_mi,39,D113,0.055710275583578106
43,10,bworf_mi,40,D183,0.05477441077973211
43,10,bworf_mi,41,D323,0.05456181525862491
43,10,bworf_mi,42,D224,0.054335923214686055
43,10,bworf_mi,43,D088,0.05421763138405633
43,10,bworf_mi,44,D245,0.05419714180027313
43,10,bworf_mi,45,D167,0.05391272433366168
43,10,bworf_mi,46,D186,0.053648571158013025
43,10,bworf_mi,47,D192,0.05343735029043706
43,10,bworf_mi,48,D516,0.053381812706004395
43,10,bworf_mi,49,D018,0.052518160283453685
43,10,bworf_mi,50,D125,0.05222016517362493
43,10,bworf_mi,51,D020,0.05213892440788026
43,10,bworf_mi,52,D497,0.05174823989638666
43,10,bworf_mi,53,D434,0.05129718853849585
43,10,bworf_mi,54,D038,0.0508338850686858
43,10,bworf_mi,55,D240,0.05056021519557197
43,10,bworf_mi,56,D321,0.05051270005765485
43,10,bworf_mi,57,D312,0.05040376951053238
43,10,bworf_mi,58,D429,0.050354113323473726
43,10,bworf_mi,59,D367,0.050316096256675324
43,10,bworf_mi,60,D274,0.05009171482512187
43,10,bworf_mi,61,D169,0.0500740524663128
43,10,bworf_mi,62,D233,0.04982145625291867
43,10,bworf_mi,63,D606,0.04965162511481602
43,10,bworf_mi,64,D365,0.04960527384653224
43,10,bworf_mi,65,D302,0.04953413469986501
43,10,bworf_mi,66,D213,0.04947945844115442
43,10,bworf_mi,67,D265,0.04927081822513335
43,10,bworf_mi,68,D428,0.0490127789484629
43,10,bworf_mi,69,D579,0.04886453915610556
43,10,bworf_mi,70,D457,0.04882125339324084
43,10,bworf_mi,71,D337,0.048813385075551885
43,10,bworf_mi,72,D301,0.04875530019981267
43,10,bworf_mi,73,D443,0.048747330684215884
43,10,bworf_mi,74,D514,0.04823590919973686
43,10,bworf_mi,75,D347,0.04815925199861648
43,10,bworf_mi,76,D557,0.04785572055025544
43,10,bworf_mi,77,D256,0.047715919492932635
43,10,bworf_mi,78,D600,0.04751760544946215
43,10,bworf_mi,79,D153,0.047365676376574406
43,10,bworf_mi,80,D238,0.04723643521578835
43,10,bworf_mi,81,D243,0.047200722818435015
43,10,bworf_mi,82,D650,0.046848421529474216
43,10,bworf_mi,83,D444,0.04659426712192927
43,10,bworf_mi,84,D624,0.04647726990830403
43,10,bworf_mi,85,D277,0.04603114554779819
43,10,bworf_mi,86,D200,0.04573103512350141
43,10,bworf_mi,87,D589,0.04540047430634653
43,10,bworf_mi,88,D436,0.04525855823764102
43,10,bworf_mi,89,D262,0.04485268569302425
43,10,bworf_mi,90,D318,0.04478022983903274
43,10,bworf_mi,91,D314,0.0447549125214286
43,10,bworf_mi,92,D528,0.04472928382300401
43,10,bworf_mi,93,D594,0.044707192620735636
43,10,bworf_mi,94,D407,0.04460112498352031
43,10,bworf_mi,95,D620,0.04448831373317397
43,10,bworf_mi,96,D242,0.04408923209249083
43,10,bworf_mi,97,D565,0.04403565344585125
43,10,bworf_mi,98,D225,0.043909619117609155
43,10,bworf_mi,99,D226,0.04361738988780495
43,10,bworf_mi,100,D433,0.04361363852067135
43,10,bworf_mi,101,D364,0.043561014967872236
43,10,bworf_mi,102,D426,0.04348650995674341
43,10,bworf_mi,103,D164,0.04341923449888352
43,10,bworf_mi,104,D363,0.04331355782795998
43,10,bworf_mi,105,D096,0.043229678695573925
43,10,bworf_mi,106,D182,0.04308078337401433
43,10,bworf_mi,107,D131,0.04281657853282583
43,10,bworf_mi,108,D578,0.04280358608600254
43,10,bworf_mi,109,D122,0.042792161410792895
43,10,bworf_mi,110,D171,0.04264274825046699
43,10,bworf_mi,111,D195,0.04254362475762341
43,10,bworf_mi,112,D532,0.042504227136626715
43,10,bworf_mi,113,D234,0.04225751627504715
43,10,bworf_mi,114,D348,0.042228798468524564
43,10,bworf_mi,115,D533,0.04196401060742594
43,10,bworf_mi,116,D123,0.04170992702569065
43,10,bworf_mi,117,D704,0.04156894236796371
43,10,bworf_mi,118,D227,0.041373001547657884
43,10,bworf_mi,119,D702,0.041208104448089644
43,10,bworf_mi,120,D298,0.04116501717896437
43,10,bworf_mi,121,D148,0.04084426083620274
43,10,bworf_mi,122,D260,0.04080589034112836
43,10,bworf_mi,123,D303,0.04077417295768604
43,10,bworf_mi,124,D517,0.04073158380379294
43,10,bworf_mi,125,D534,0.040356653728039316
43,10,bworf_mi,126,D740,0.04024312599008506
43,10,bworf_mi,127,D554,0.04017844641453783
43,10,bworf_mi,128,D438,0.040170912062550856
43,10,bworf_mi,129,D470,0.039909142021774535
43,10,bworf_mi,130,D417,0.03988690979912812
43,10,bworf_mi,131,D368,0.039761316549046466
43,10,bworf_mi,132,D731,0.0396723539709678
43,10,bworf_mi,133,D441,0.039651615987691624
43,10,bworf_mi,134,D630,0.03915150755009278
43,10,bworf_mi,135,D523,0.03904487012714353
43,10,bworf_mi,136,D423,0.03899181385514394
43,10,bworf_mi,137,D562,0.03844401866034075
43,10,bworf_mi,138,D555,0.038328713410508364
43,10,bworf_mi,139,D247,0.03817233224243233
43,10,bworf_mi,140,D545,0.03814942482394912
43,10,bworf_mi,141,D746,0.03775141557975936
43,10,bworf_mi,142,D263,0.03772460210374495
43,10,bworf_mi,143,D117,0.036590874261497985
43,10,bworf_mi,144,D774,0.036399797012177215
43,10,bworf_mi,145,D717,0.036336544738763576
43,10,bworf_mi,146,D203,0.03600252274939342
43,10,bworf_mi,147,D168,0.03570850710776341
43,10,bworf_mi,148,D449,0.03548719967165881
43,10,bworf_mi,149,D319,0.03546559066058563
43,10,bworf_mi,150,D377,0.03545350928680957
43,10,bworf_mi,151,D172,0.035162057081266296
43,10,bworf_mi,152,D632,0.03513677142625116
43,10,bworf_mi,153,D283,0.03511195534522393
43,10,bworf_mi,154,D526,0.03509411825304265
43,10,bworf_mi,155,D655,0.035055493069173105
43,10,bworf_mi,156,D355,0.03494024207944646
43,10,bworf_mi,157,D721,0.03486551116748271
43,10,bworf_mi,158,D349,0.03475727793273986
43,10,bworf_mi,159,D389,0.0345883813599579
43,10,bworf_mi,160,D324,0.03446079023132542
43,10,bworf_mi,161,D673,0.03442978930740548
43,10,bworf_mi,162,D165,0.0340595919018456
43,10,bworf_mi,163,D617,0.03382978601956754
43,10,bworf_mi,164,D566,0.033806683930476034
43,10,bworf_mi,165,D374,0.033757601359621914
43,10,bworf_mi,166,D413,0.033711528975070015
43,10,bworf_mi,167,D193,0.033682891061472375
43,10,bworf_mi,168,D431,0.033397669251254536
43,10,bworf_mi,169,D026,0.03325284655569338
43,10,bworf_mi,170,D334,0.033214462591612204
43,10,bworf_mi,171,D149,0.03309504097757876
43,10,bworf_mi,172,D090,0.03292149802591782
43,10,bworf_mi,173,D335,0.03287151598341831
43,10,bworf_mi,174,D142,0.03271301017929895
43,10,bworf_mi,175,D230,0.03268559558296036
43,10,bworf_mi,176,D755,0.03241290700657462
43,10,bworf_mi,177,D432,0.03235743947736447
43,10,bworf_mi,178,D479,0.032340225546297674
43,10,bworf_mi,179,D567,0.03227293585084401
43,10,bworf_mi,180,D649,0.03195563697409276
43,10,bworf_mi,181,D450,0.03193440069104003
43,10,bworf_mi,182,D598,0.03188016170536456
