dataset_name,seed,fold_id,model,task_type,n_train,n_test,n_classes,accuracy,balanced_accuracy,macro_f1,macro_precision,macro_recall,mcc,auroc_macro_ovr,auprc_macro_ovr,log_loss,brier_multiclass,fit_seconds,pred_seconds,model_params_json,notes
thyroid,44,1,orf_style,multiclass,193,22,3,0.9090909090909091,0.9555555555555556,0.8915343915343915,0.85,0.9555555555555556,0.8411944396780756,0.9748677248677248,0.9262626262626262,1.8506173907061028,0.2389818181818181,17.05548701994121,0.020936094224452972,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":44}",pred_mismatch_rate=0.182
thyroid,44,2,orf_style,multiclass,193,22,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3299462784949389,0.17914090909090924,17.790079718455672,0.020910875871777534,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":44}",pred_mismatch_rate=0.136
thyroid,44,3,orf_style,multiclass,193,22,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33037892903891053,0.18087045454545478,17.93597049638629,0.021432047709822655,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":44}",pred_mismatch_rate=0.136
thyroid,44,4,orf_style,multiclass,193,22,3,0.9090909090909091,0.8944444444444445,0.8825396825396825,0.8944444444444445,0.8944444444444445,0.8162393162393162,0.9968253968253968,0.9986111111111112,0.3427315900824749,0.18104318181818202,17.716189766302705,0.02104572206735611,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":44}",pred_mismatch_rate=0.182
thyroid,44,5,orf_style,multiclass,194,21,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33193182150235995,0.16997857142857162,18.460160395130515,0.019988510757684708,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":44}",pred_mismatch_rate=0.143
thyroid,44,6,orf_style,multiclass,194,21,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2898726454401038,0.14150476190476213,19.126625534147024,0.020470095798373222,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":44}",pred_mismatch_rate=0.143
thyroid,44,7,orf_style,multiclass,194,21,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33643209118961614,0.1789738095238097,18.17982710711658,0.020490186288952827,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":44}",pred_mismatch_rate=0.143
thyroid,44,8,orf_style,multiclass,194,21,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33056784069598805,0.17554285714285733,17.872524881735444,0.019778937101364136,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":44}",pred_mismatch_rate=0.143
thyroid,44,9,orf_style,multiclass,194,21,3,0.9523809523809523,0.8888888888888888,0.9225806451612902,0.9791666666666666,0.8888888888888888,0.8941021220482384,1.0,1.0,0.2783397409169643,0.1387523809523811,20.843083411455154,0.02117081545293331,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":44}",pred_mismatch_rate=0.048
thyroid,45,0,orf_style,multiclass,193,22,3,0.9545454545454546,0.9166666666666666,0.9416282642089094,0.9791666666666666,0.9166666666666666,0.9067310362842844,1.0,1.0,0.35562933549336556,0.1916090909090911,17.477591479197145,0.02068597450852394,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":45}",pred_mismatch_rate=0.136
thyroid,45,1,orf_style,multiclass,193,22,3,0.9545454545454546,0.9777777777777779,0.9408866995073892,0.9166666666666666,0.9777777777777779,0.9152086306448588,1.0,1.0,0.2824933728127606,0.1438977272727274,19.702183794230223,0.020475327968597412,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":45}",pred_mismatch_rate=0.045
