seed,fold,model_name,rank,feature_name,mi_score
44,2,bworf_mi,1,D547,0.09308061185061467
44,2,bworf_mi,2,D420,0.08045511795401428
44,2,bworf_mi,3,D444,0.07754206434922595
44,2,bworf_mi,4,D347,0.07470101713831356
44,2,bworf_mi,5,D233,0.0722158313014305
44,2,bworf_mi,6,D201,0.070911181365366
44,2,bworf_mi,7,D191,0.06730825405709662
44,2,bworf_mi,8,D214,0.06729586459066605
44,2,bworf_mi,9,D315,0.06643970838097757
44,2,bworf_mi,10,D369,0.06637470588952432
44,2,bworf_mi,11,D562,0.06588689901082079
44,2,bworf_mi,12,D185,0.06575387286528822
44,2,bworf_mi,13,D298,0.06510686742711069
44,2,bworf_mi,14,D407,0.06414566100154517
44,2,bworf_mi,15,D563,0.06392268234652798
44,2,bworf_mi,16,D296,0.0617484311938048
44,2,bworf_mi,17,D316,0.06125727643383949
44,2,bworf_mi,18,D434,0.061171876445391016
44,2,bworf_mi,19,D141,0.060520350170598425
44,2,bworf_mi,20,D425,0.060448115478945796
44,2,bworf_mi,21,D594,0.060058511487265376
44,2,bworf_mi,22,D190,0.05858190779487482
44,2,bworf_mi,23,D097,0.058473962960173154
44,2,bworf_mi,24,D546,0.05836206538877109
44,2,bworf_mi,25,D127,0.05831285792015817
44,2,bworf_mi,26,D261,0.05742716547669935
44,2,bworf_mi,27,D435,0.057134721138982325
44,2,bworf_mi,28,D153,0.057082120565859595
44,2,bworf_mi,29,D165,0.05704723397986755
44,2,bworf_mi,30,D573,0.05629048688150351
44,2,bworf_mi,31,D028,0.05597911303351366
44,2,bworf_mi,32,D213,0.05554376947367268
44,2,bworf_mi,33,D715,0.054170884657192
44,2,bworf_mi,34,D720,0.05316214321261836
44,2,bworf_mi,35,D732,0.053111655480219344
44,2,bworf_mi,36,D626,0.05306949616686407
44,2,bworf_mi,37,D291,0.052653238726199314
44,2,bworf_mi,38,D424,0.05176498725577683
44,2,bworf_mi,39,D245,0.05129161085567224
44,2,bworf_mi,40,D367,0.051208724815168916
44,2,bworf_mi,41,D149,0.05099987637187553
44,2,bworf_mi,42,D441,0.050943363497492955
44,2,bworf_mi,43,D428,0.050827662338583046
44,2,bworf_mi,44,D491,0.050278738461959405
44,2,bworf_mi,45,D419,0.05018733652001783
44,2,bworf_mi,46,D464,0.04973026500426703
44,2,bworf_mi,47,D303,0.04945926317079796
44,2,bworf_mi,48,D311,0.04872618082246705
44,2,bworf_mi,49,D102,0.04858384046436881
44,2,bworf_mi,50,D741,0.048300477616566084
44,2,bworf_mi,51,D645,0.048298865928359636
44,2,bworf_mi,52,D183,0.04797049669359321
44,2,bworf_mi,53,D574,0.04734131833688271
