seed,fold,model_name,rank,feature_name,mi_score
43,1,bworf_mi,1,D708,0.10526033794730316
43,1,bworf_mi,2,D547,0.07527304694892267
43,1,bworf_mi,3,D033,0.07470282846818432
43,1,bworf_mi,4,D298,0.07449006679845982
43,1,bworf_mi,5,D573,0.07437540709867863
43,1,bworf_mi,6,D185,0.07421337193103628
43,1,bworf_mi,7,D493,0.0736545496878831
43,1,bworf_mi,8,D271,0.07300420992251744
43,1,bworf_mi,9,D589,0.0692093117344934
43,1,bworf_mi,10,D420,0.06869800603409382
43,1,bworf_mi,11,D437,0.0681479487907457
43,1,bworf_mi,12,D191,0.06755229570810561
43,1,bworf_mi,13,D425,0.06716816512897883
43,1,bworf_mi,14,D619,0.0663441482767555
43,1,bworf_mi,15,D426,0.0643985882410063
43,1,bworf_mi,16,D407,0.06377542134458047
43,1,bworf_mi,17,D521,0.0622774478162178
43,1,bworf_mi,18,D113,0.06149966555728281
43,1,bworf_mi,19,D048,0.06072809129495349
43,1,bworf_mi,20,D190,0.05869931844826759
43,1,bworf_mi,21,D556,0.05780485833737603
43,1,bworf_mi,22,D348,0.05690238598536124
43,1,bworf_mi,23,D311,0.05664230454008479
43,1,bworf_mi,24,D479,0.05632160766453387
43,1,bworf_mi,25,D088,0.05617772639342089
43,1,bworf_mi,26,D272,0.05611783823865779
43,1,bworf_mi,27,D214,0.05556501771244848
43,1,bworf_mi,28,D161,0.05377261243994891
43,1,bworf_mi,29,D624,0.05312392376334363
43,1,bworf_mi,30,D224,0.05310023073157066
43,1,bworf_mi,31,D149,0.052984645946189346
43,1,bworf_mi,32,D314,0.052772967497938916
43,1,bworf_mi,33,D694,0.052692063550369594
43,1,bworf_mi,34,D291,0.05226092162643625
43,1,bworf_mi,35,D201,0.052058087290935084
43,1,bworf_mi,36,D019,0.05193051866239751
43,1,bworf_mi,37,D315,0.05037450863368442
43,1,bworf_mi,38,D579,0.050057321365904794
43,1,bworf_mi,39,D122,0.04962803477720534
43,1,bworf_mi,40,D367,0.04905862153523555
43,1,bworf_mi,41,D316,0.04886228847885543
43,1,bworf_mi,42,D220,0.04863993510890263
43,1,bworf_mi,43,D606,0.048327402963419974
43,1,bworf_mi,44,D721,0.04831999640163187
43,1,bworf_mi,45,D095,0.04828905741698475
43,1,bworf_mi,46,D704,0.04825196576566704
43,1,bworf_mi,47,D438,0.048220992313956046
43,1,bworf_mi,48,D534,0.047494331847761195
43,1,bworf_mi,49,D233,0.046679091682491736
43,1,bworf_mi,50,D709,0.046372113892089395
43,1,bworf_mi,51,D545,0.04613543990157054
43,1,bworf_mi,52,D424,0.04611870296239973
43,1,bworf_mi,53,D025,0.04589749242875696
43,1,bworf_mi,54,D655,0.04576173214510315
43,1,bworf_mi,55,D430,0.04569710985365272
43,1,bworf_mi,56,D444,0.04523557428092917
43,1,bworf_mi,57,D263,0.044649993465768034
43,1,bworf_mi,58,D540,0.04405432531271969
43,1,bworf_mi,59,D262,0.0437517205805491
43,1,bworf_mi,60,D096,0.04370048913405156
43,1,bworf_mi,61,D702,0.04335311631295857
43,1,bworf_mi,62,D434,0.04326403066514195
43,1,bworf_mi,63,D267,0.04303210982759964
43,1,bworf_mi,64,D497,0.042499888063994185
43,1,bworf_mi,65,D554,0.04195841681241741
43,1,bworf_mi,66,D574,0.04190635635630535
43,1,bworf_mi,67,D156,0.04173920276805099
43,1,bworf_mi,68,D213,0.04155146872769255
43,1,bworf_mi,69,D449,0.04114813705816145
43,1,bworf_mi,70,D516,0.040638563804900496
43,1,bworf_mi,71,D546,0.04053103616897036
43,1,bworf_mi,72,D473,0.04038719492353149
43,1,bworf_mi,73,D038,0.04013231282380558
43,1,bworf_mi,74,D230,0.04001559584258718
43,1,bworf_mi,75,D183,0.03998732152922724
43,1,bworf_mi,76,D234,0.03993818601004406
43,1,bworf_mi,77,D544,0.03986946797921376
43,1,bworf_mi,78,D004,0.039761930706621706
43,1,bworf_mi,79,D746,0.039653247457457574
43,1,bworf_mi,80,D195,0.03963153582810652
43,1,bworf_mi,81,D404,0.03952471140195324
43,1,bworf_mi,82,D450,0.03932237724131804
43,1,bworf_mi,83,D295,0.039168830574900726
43,1,bworf_mi,84,D412,0.03896603265307386
43,1,bworf_mi,85,D193,0.03894550856628087
43,1,bworf_mi,86,D548,0.03892503158763638
43,1,bworf_mi,87,D421,0.0388981185326287
43,1,bworf_mi,88,D164,0.03844105416127874
43,1,bworf_mi,89,D477,0.0381243161497371
43,1,bworf_mi,90,D620,0.0380844151807993
43,1,bworf_mi,91,D265,0.038040320613768275
43,1,bworf_mi,92,D303,0.037913372234340104
43,1,bworf_mi,93,D520,0.03787365272118004
43,1,bworf_mi,94,D567,0.03782865315604078
43,1,bworf_mi,95,D125,0.03780485062530481
43,1,bworf_mi,96,D245,0.03744573673737239
43,1,bworf_mi,97,D415,0.03743626339704953
43,1,bworf_mi,98,D377,0.03736131176671553
43,1,bworf_mi,99,D617,0.03680713296273885
43,1,bworf_mi,100,D227,0.03662983633871897
43,1,bworf_mi,101,D711,0.036600485108126524
43,1,bworf_mi,102,D238,0.036478930465085435
43,1,bworf_mi,103,D632,0.03581887700502606
43,1,bworf_mi,104,D347,0.035757187527720724
43,1,bworf_mi,105,D296,0.03571010925378704
43,1,bworf_mi,106,D192,0.03541526000122874
43,1,bworf_mi,107,D141,0.03537134539864195
43,1,bworf_mi,108,D297,0.03527664856973134
43,1,bworf_mi,109,D337,0.035072556062530236
43,1,bworf_mi,110,D470,0.03501595746954278
43,1,bworf_mi,111,D123,0.03472284671546233
43,1,bworf_mi,112,D443,0.03427143601238658
43,1,bworf_mi,113,D167,0.03395983679887138
