model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_pos_mean,f1_pos_std,precision_pos_mean,precision_pos_std,recall_pos_mean,recall_pos_std,mcc_mean,mcc_std,auroc_mean,auroc_std,auprc_mean,auprc_std,log_loss_mean,log_loss_std,brier_mean,brier_std,fit_seconds_mean,fit_seconds_std
bworf_no_mi,0.7575017088174983,0.04845233315723488,0.7422262108262108,0.053152863541337816,0.6647418059992266,0.06959796830447915,0.6453289546064562,0.07558090455642523,0.6916524216524216,0.09097583968748812,0.4792267907736719,0.10503002510743083,0.8346683760683762,0.04111202535497327,0.7164740913929907,0.07526296649072327,0.5047480878299144,0.10000350225143541,0.16257152059125088,0.018191556712566007,377.79787285078316,10.629280625412049
