scenario_id,scenario_json,method,seed,replicate,n_samples,p,m,h2,rho,signal_ratio,maf_type,case_control_ratio,n_features,n_causal_snps,auc,brier,accuracy,balanced_accuracy,mean_rank_causal,median_rank_causal,recall_at_20,fit_seconds,perm_seconds,status,error_msg
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,42,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.545778,0.249326,0.566667,0.566667,462.000000,513.500000,0.000000,0.192292,7.162764,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,42,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.457067,0.256583,0.460000,0.460000,624.250000,694.000000,0.000000,0.844712,11.661500,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,42,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.522044,0.294544,0.540000,0.540000,617.000000,638.000000,0.000000,27.928584,69.056494,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,0,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.478756,0.254690,0.486667,0.486667,800.750000,836.500000,0.000000,0.191850,7.039552,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,0,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.394044,0.263379,0.446667,0.446667,312.750000,380.000000,0.250000,0.844575,11.811790,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,0,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.485333,0.293013,0.486667,0.486667,620.250000,636.000000,0.000000,28.870477,65.768411,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,12,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.504089,0.252658,0.533333,0.533333,512.500000,505.500000,0.000000,0.191727,7.264984,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,12,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.431911,0.258427,0.440000,0.440000,319.000000,353.000000,0.000000,0.834138,11.723591,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,12,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.525956,0.296734,0.513333,0.513333,398.750000,461.000000,0.000000,27.920506,68.675425,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,100,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.516356,0.253001,0.526667,0.526667,398.000000,404.000000,0.000000,0.192752,7.362159,ok,
