scenario_id,scenario_json,method,seed,replicate,n_samples,p,m,h2,rho,signal_ratio,maf_type,case_control_ratio,n_features,n_causal_snps,auc,brier,mean_rank_causal,median_rank_causal,recall_at_20,fit_seconds,perm_seconds,status,error_msg
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,90,0,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.494933,0.299584,592.500000,639.500000,0.000000,32.799330,122.861971,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",rf,42,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.469956,0.251492,772.500000,835.500000,0.000000,4.065467,129.890018,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,42,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.480889,0.251670,695.250000,641.500000,0.000000,4.142421,130.032362,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,42,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.446844,0.252670,561.500000,525.500000,0.000000,13.736617,249.398886,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,42,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.505067,0.302623,655.500000,659.000000,0.000000,32.046471,120.918474,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,0,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.378133,0.255057,636.500000,627.500000,0.000000,4.075673,130.760954,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,0,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.438044,0.252555,370.500000,250.500000,0.000000,13.841901,250.886011,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,0,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.460711,0.300121,526.750000,489.500000,0.000000,31.552489,119.437242,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,12,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.510578,0.249812,336.000000,345.000000,0.000000,4.257997,129.419805,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,12,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.464444,0.251701,539.250000,674.500000,0.000000,13.703696,250.390254,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,12,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.533244,0.293963,527.250000,506.500000,0.000000,32.459750,121.108588,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,100,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.461511,0.252658,488.500000,426.500000,0.000000,4.156498,131.889674,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,100,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.439911,0.252038,633.000000,745.000000,0.000000,13.904969,250.927923,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,100,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.502311,0.292513,733.500000,714.000000,0.000000,32.031807,120.157606,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,90,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.425600,0.254222,458.000000,459.500000,0.000000,4.071038,130.730422,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,90,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.470133,0.251454,560.750000,611.500000,0.000000,13.694011,250.474870,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,90,0,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.459022,0.319639,382.000000,318.500000,0.000000,32.322061,122.550326,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,42,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.513689,0.249421,443.750000,357.000000,0.000000,4.121339,128.761742,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",orf,42,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.416978,0.253470,783.250000,763.500000,0.000000,13.489103,247.362533,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,42,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.473156,0.321528,565.500000,560.500000,0.000000,31.546816,120.029077,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",rf,0,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.430311,0.253350,236.000000,131.000000,0.250000,4.055474,129.686575,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",orf,0,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.473511,0.251516,351.250000,398.500000,0.000000,13.714091,250.548944,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,0,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.500889,0.304583,463.000000,588.000000,0.250000,31.845703,121.951550,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",rf,12,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.464800,0.252278,486.750000,427.000000,0.000000,4.080639,130.254289,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",orf,12,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.436533,0.252780,448.500000,438.500000,0.000000,13.683537,248.030945,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,12,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.471378,0.304771,327.750000,309.500000,0.000000,32.368427,119.285882,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",rf,100,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.460533,0.252030,237.750000,194.000000,0.250000,4.068007,130.793067,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",orf,100,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.473244,0.251573,344.750000,329.500000,0.250000,13.568887,246.813285,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,100,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.459022,0.321795,421.500000,468.000000,0.000000,32.461446,122.477167,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",rf,90,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.442222,0.252856,432.500000,377.000000,0.250000,4.068092,131.054033,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",orf,90,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.460800,0.251989,550.750000,668.000000,0.250000,13.551823,249.587787,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,90,1,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.497511,0.307916,710.750000,925.000000,0.250000,31.709790,121.157490,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",rf,42,2,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.574400,0.247094,718.750000,736.000000,0.000000,4.059967,130.841432,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",orf,42,2,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.540533,0.248641,417.500000,447.500000,0.000000,13.437413,251.708810,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,42,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.570311,0.247777,499.250000,537.500000,0.000000,13.564264,249.017038,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,42,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.550578,0.286955,571.000000,621.500000,0.000000,32.267079,120.417850,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,0,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.437600,0.253781,473.500000,482.500000,0.000000,4.008577,130.049859,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,0,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.500089,0.250290,457.000000,454.000000,0.250000,13.551865,253.319981,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,0,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.483822,0.321108,493.000000,432.500000,0.000000,31.180493,122.286576,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,12,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.476000,0.252043,571.000000,547.500000,0.000000,4.017840,132.590806,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,12,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.438311,0.252802,434.000000,362.000000,0.000000,13.601416,252.012298,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,12,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.450222,0.327771,498.500000,448.000000,0.000000,31.306126,120.565648,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,100,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.517511,0.249099,631.000000,601.000000,0.000000,4.071992,132.510836,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,100,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.469067,0.251344,362.000000,407.000000,0.000000,13.710955,250.059558,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,100,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.506044,0.293937,385.750000,315.500000,0.000000,31.215513,122.815044,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,90,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.491556,0.251494,441.500000,425.000000,0.000000,4.128568,131.497439,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,90,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.546311,0.248246,565.250000,558.500000,0.000000,13.454973,250.457227,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",bworf,90,1,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.526667,0.290323,357.500000,325.000000,0.000000,31.686489,121.287277,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",rf,42,2,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.513956,0.249749,517.250000,573.000000,0.000000,4.230899,131.911074,ok,
c7dc29b5614c,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":1.0}",orf,42,2,500,1000,2,0.005000,0.200000,1.000000,fixed,1.000000,1000,4,0.519111,0.249786,520.250000,524.500000,0.000000,13.568742,252.266617,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,42,2,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.519911,0.302942,628.750000,587.000000,0.000000,31.679353,120.220868,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",rf,0,2,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.491733,0.250577,552.000000,605.500000,0.000000,4.033605,130.475690,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",orf,0,2,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.554756,0.247947,543.500000,466.500000,0.000000,13.500067,248.812300,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,0,2,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.541422,0.295089,392.500000,377.000000,0.000000,31.512288,121.779756,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",rf,12,2,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.584889,0.246920,538.500000,618.500000,0.250000,4.072929,130.555198,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",orf,12,2,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.553244,0.248234,528.750000,558.000000,0.000000,13.670664,247.515876,ok,
