model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_pos_mean,f1_pos_std,precision_pos_mean,precision_pos_std,recall_pos_mean,recall_pos_std,mcc_mean,mcc_std,auroc_mean,auroc_std,auprc_mean,auprc_std,log_loss_mean,log_loss_std,brier_mean,brier_std,fit_seconds_mean,fit_seconds_std
bworf_mi,0.7504442925495557,0.051414263716367474,0.730422792022792,0.0572459490020124,0.6487775340370233,0.07597119625312328,0.6397756849087218,0.07864944257158563,0.664045584045584,0.09698417472284274,0.45880639094065634,0.11277550698082925,0.8339450142450143,0.04913126754408532,0.7175266591057492,0.08074238255667006,0.543631045605893,0.15932054003813162,0.16144506553315108,0.01946176847781402,309.3311667612568,24.542953926468936
