seed,fold,model_name,rank,feature_name,mi_score
43,5,bworf_mi,1,D547,0.10015344188751008
43,5,bworf_mi,2,D708,0.08362858297612519
43,5,bworf_mi,3,D185,0.07750365186940855
43,5,bworf_mi,4,D367,0.0713870478821923
43,5,bworf_mi,5,D245,0.06827183017824212
43,5,bworf_mi,6,D141,0.0682069589714378
43,5,bworf_mi,7,D315,0.06788349828970475
43,5,bworf_mi,8,D303,0.06779594496759422
43,5,bworf_mi,9,D113,0.06746599431357558
43,5,bworf_mi,10,D316,0.06711900101725066
43,5,bworf_mi,11,D191,0.06698182687815102
43,5,bworf_mi,12,D201,0.06565697474127541
43,5,bworf_mi,13,D271,0.06564880166810738
43,5,bworf_mi,14,D048,0.06498460991679877
43,5,bworf_mi,15,D694,0.06375147237141432
43,5,bworf_mi,16,D088,0.06240904917544343
43,5,bworf_mi,17,D190,0.05952326616442183
43,5,bworf_mi,18,D223,0.05901137303981674
43,5,bworf_mi,19,D624,0.058559013559628115
43,5,bworf_mi,20,D704,0.058538613486186275
43,5,bworf_mi,21,D493,0.058275206547447
43,5,bworf_mi,22,D417,0.05750456046165575
43,5,bworf_mi,23,D272,0.05739066223281464
43,5,bworf_mi,24,D230,0.05724951495485775
43,5,bworf_mi,25,D019,0.05703100497704994
43,5,bworf_mi,26,D763,0.05688710692957688
43,5,bworf_mi,27,D193,0.05624162953912237
43,5,bworf_mi,28,D425,0.0559585804063798
43,5,bworf_mi,29,D420,0.05571636390870527
43,5,bworf_mi,30,D033,0.055649677038096534
43,5,bworf_mi,31,D475,0.054694029158497415
43,5,bworf_mi,32,D589,0.054176947353759664
43,5,bworf_mi,33,D441,0.05415531185178013
43,5,bworf_mi,34,D123,0.05318312555221505
43,5,bworf_mi,35,D438,0.053018564226233966
43,5,bworf_mi,36,D267,0.05295374918619533
43,5,bworf_mi,37,D559,0.05284807500727795
43,5,bworf_mi,38,D485,0.05276772803029006
43,5,bworf_mi,39,D473,0.052708881504544
43,5,bworf_mi,40,D434,0.05264598341133131
43,5,bworf_mi,41,D213,0.05244200323724035
43,5,bworf_mi,42,D265,0.05234224244682917
43,5,bworf_mi,43,D302,0.052153408420788416
43,5,bworf_mi,44,D437,0.0521253798305088
43,5,bworf_mi,45,D630,0.052034311285358514
43,5,bworf_mi,46,D755,0.05185495965568654
43,5,bworf_mi,47,D199,0.05164249357372963
43,5,bworf_mi,48,D214,0.05145798344467667
43,5,bworf_mi,49,D514,0.05140646828332729
43,5,bworf_mi,50,D563,0.0510185990759493
43,5,bworf_mi,51,D146,0.05094665238189289
43,5,bworf_mi,52,D149,0.05086410306523281
43,5,bworf_mi,53,D291,0.0506031127458777
43,5,bworf_mi,54,D407,0.05053640979105967
43,5,bworf_mi,55,D238,0.0496323170303985
43,5,bworf_mi,56,D435,0.049466047651038014
43,5,bworf_mi,57,D301,0.049332486969224654
43,5,bworf_mi,58,D777,0.048998119043858646
43,5,bworf_mi,59,D192,0.04862134925609074
43,5,bworf_mi,60,D186,0.048572291148426316
43,5,bworf_mi,61,D598,0.04792758523210372
43,5,bworf_mi,62,D298,0.04761007267996109
43,5,bworf_mi,63,D472,0.04732808885606676
43,5,bworf_mi,64,D125,0.046460975616506195
43,5,bworf_mi,65,D296,0.046265910699413215
43,5,bworf_mi,66,D533,0.045967160018723474
43,5,bworf_mi,67,D619,0.04579500688042426
43,5,bworf_mi,68,D594,0.045453570419837996
43,5,bworf_mi,69,D158,0.045411383508051406
43,5,bworf_mi,70,D655,0.044460021206122136
43,5,bworf_mi,71,D221,0.04396611669107009
43,5,bworf_mi,72,D746,0.043922276258439696
43,5,bworf_mi,73,D319,0.04377526667455234
43,5,bworf_mi,74,D542,0.04374281671085356
43,5,bworf_mi,75,D222,0.04371173246216009
43,5,bworf_mi,76,D234,0.0434804065300094
43,5,bworf_mi,77,D323,0.043371967968750536
43,5,bworf_mi,78,D477,0.04303955464836995
43,5,bworf_mi,79,D095,0.04296500739528564
43,5,bworf_mi,80,D574,0.042565462275076626
43,5,bworf_mi,81,D273,0.04229291664198365
43,5,bworf_mi,82,D632,0.042150624303023854
43,5,bworf_mi,83,D277,0.04214527657935352
43,5,bworf_mi,84,D713,0.04182741915418231
43,5,bworf_mi,85,D261,0.041764455037118564
43,5,bworf_mi,86,D164,0.041606330195942176
43,5,bworf_mi,87,D415,0.041401380513534036
43,5,bworf_mi,88,D444,0.04136353161271389
43,5,bworf_mi,89,D224,0.04095665194401388
43,5,bworf_mi,90,D329,0.040637280695508426
43,5,bworf_mi,91,D242,0.04041759135590639
43,5,bworf_mi,92,D424,0.04039724342817874
43,5,bworf_mi,93,D389,0.040350106764794
43,5,bworf_mi,94,D416,0.04026357074075859
43,5,bworf_mi,95,D544,0.03977630807610133
43,5,bworf_mi,96,D426,0.039649409148122094
43,5,bworf_mi,97,D269,0.03943548293145649
43,5,bworf_mi,98,D673,0.039314212478289035
43,5,bworf_mi,99,D562,0.03909983495777469
43,5,bworf_mi,100,D307,0.038642726056885346
43,5,bworf_mi,101,D233,0.03855804914576688
43,5,bworf_mi,102,D428,0.03807032392521448
43,5,bworf_mi,103,D757,0.03794278771767412
43,5,bworf_mi,104,D617,0.0377319783421588
43,5,bworf_mi,105,D195,0.03772453081337557
43,5,bworf_mi,106,D183,0.037574441360311184
43,5,bworf_mi,107,D156,0.037483302615547
43,5,bworf_mi,108,D202,0.03745719828937255
43,5,bworf_mi,109,D161,0.03732333386530717
43,5,bworf_mi,110,D521,0.03715053227660259
43,5,bworf_mi,111,D627,0.03698899879536621
43,5,bworf_mi,112,D556,0.03667653726726883
43,5,bworf_mi,113,D446,0.036628556889735986
43,5,bworf_mi,114,D365,0.03623786429368936
43,5,bworf_mi,115,D187,0.03591016307749606
43,5,bworf_mi,116,D681,0.035615337438541506
43,5,bworf_mi,117,D309,0.035570431989168316
43,5,bworf_mi,118,D613,0.03554550812658719
43,5,bworf_mi,119,D096,0.03546895618171875
43,5,bworf_mi,120,D517,0.035451029789194566
43,5,bworf_mi,121,D263,0.03544751767600163
43,5,bworf_mi,122,D492,0.035423712123805906
43,5,bworf_mi,123,D159,0.035239190959033495
43,5,bworf_mi,124,D020,0.03523561823065102
43,5,bworf_mi,125,D305,0.03479157023691681
43,5,bworf_mi,126,D188,0.03475705961423814
43,5,bworf_mi,127,D606,0.034621859022874624
43,5,bworf_mi,128,D155,0.034567520790644846
43,5,bworf_mi,129,D274,0.034449739643963806
43,5,bworf_mi,130,D513,0.03436991342411244
43,5,bworf_mi,131,D476,0.03436406557756633
43,5,bworf_mi,132,D527,0.03429933246186878
43,5,bworf_mi,133,D744,0.03428992428844291
43,5,bworf_mi,134,D038,0.0341518421139515
43,5,bworf_mi,135,D491,0.034010778324459645
43,5,bworf_mi,136,D253,0.03399260965135187
43,5,bworf_mi,137,D320,0.033926273891855985
43,5,bworf_mi,138,D282,0.03383129067872215
43,5,bworf_mi,139,D567,0.033649070163137784
43,5,bworf_mi,140,D702,0.03355453261519181
43,5,bworf_mi,141,D571,0.033466247750314704
43,5,bworf_mi,142,D133,0.033347756563275155
43,5,bworf_mi,143,D200,0.03331589707180216
43,5,bworf_mi,144,D560,0.03314913111370932
43,5,bworf_mi,145,D151,0.03307414266903641
43,5,bworf_mi,146,D333,0.03270776222963545
43,5,bworf_mi,147,D262,0.032467158745904445
43,5,bworf_mi,148,D276,0.032424974536177764
43,5,bworf_mi,149,D203,0.03234607574555026
43,5,bworf_mi,150,D140,0.0322459670568791
43,5,bworf_mi,151,D167,0.03191636550103527
43,5,bworf_mi,152,D029,0.03171877852678229
43,5,bworf_mi,153,D321,0.03151177957372675
43,5,bworf_mi,154,D312,0.03148100637719353
43,5,bworf_mi,155,D516,0.031386033075353925
43,5,bworf_mi,156,D646,0.031166376712333133
43,5,bworf_mi,157,D429,0.03116418692128775
43,5,bworf_mi,158,D165,0.031021253459887932
43,5,bworf_mi,159,D239,0.031000187306771343
43,5,bworf_mi,160,D774,0.030966500524111096
43,5,bworf_mi,161,D580,0.030836670419386092
43,5,bworf_mi,162,D523,0.03060374440798741
43,5,bworf_mi,163,D314,0.0304931416705434
43,5,bworf_mi,164,D327,0.030242132553090606
43,5,bworf_mi,165,D237,0.029997159248922545
43,5,bworf_mi,166,D611,0.029864130582416326
43,5,bworf_mi,167,D470,0.029827027121789973
43,5,bworf_mi,168,D243,0.029667457945579567
43,5,bworf_mi,169,D658,0.02954162213634537
43,5,bworf_mi,170,D240,0.029534494916276133
43,5,bworf_mi,171,D337,0.029431945452586206
43,5,bworf_mi,172,D184,0.029076695085325177
43,5,bworf_mi,173,D638,0.029048751566447706
43,5,bworf_mi,174,D709,0.028984430229155755
43,5,bworf_mi,175,D715,0.028976845158311004
43,5,bworf_mi,176,D228,0.028876303177465923
43,5,bworf_mi,177,D226,0.02881787712714723
43,5,bworf_mi,178,D451,0.02879431027372159
43,5,bworf_mi,179,D443,0.028684622827455764
43,5,bworf_mi,180,D326,0.028532910641158926
43,5,bworf_mi,181,D581,0.028472108125211504
43,5,bworf_mi,182,D404,0.028349997712229014
43,5,bworf_mi,183,D198,0.028321883480657117
43,5,bworf_mi,184,D220,0.02791674350077633
43,5,bworf_mi,185,D555,0.027168364330150574
43,5,bworf_mi,186,D621,0.027079342060392086
43,5,bworf_mi,187,D726,0.02691884339416406
43,5,bworf_mi,188,D117,0.026874296019417043
43,5,bworf_mi,189,D026,0.026783088958033607
43,5,bworf_mi,190,D132,0.026742741247756108
43,5,bworf_mi,191,D025,0.026713714323309823
43,5,bworf_mi,192,D172,0.02667649551551632
43,5,bworf_mi,193,D600,0.02653826239839674
43,5,bworf_mi,194,D348,0.02649999920867807
43,5,bworf_mi,195,D573,0.026373658492327756
43,5,bworf_mi,196,D390,0.026250613433499437
43,5,bworf_mi,197,D679,0.026224504523599812
43,5,bworf_mi,198,D362,0.026195096257511485
43,5,bworf_mi,199,D251,0.026075548183096098
43,5,bworf_mi,200,D508,0.026056226614336042
43,5,bworf_mi,201,D169,0.025918063667542457
43,5,bworf_mi,202,D311,0.02590140133608565
43,5,bworf_mi,203,D349,0.025820471156605906
43,5,bworf_mi,204,D219,0.02575468163603456
