model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,mcc_mean,mcc_std,auroc_macro_ovr_mean,auroc_macro_ovr_std,auprc_macro_ovr_mean,auprc_macro_ovr_std,log_loss_mean,log_loss_std,brier_multiclass_mean,brier_multiclass_std,fit_seconds_mean,fit_seconds_std
bworf_no_mi,0.9749783549783549,0.03667332025258687,0.9880000000000001,0.017509310772238305,0.9703366174055829,0.0435392437830861,0.9596666666666667,0.05842703843993532,0.9880000000000001,0.017509310772238305,0.9544909663269623,0.06500912032993411,0.9968650793650794,0.007507016588572839,0.9930663173084225,0.021431886163116916,0.4364114690823475,0.42724924858125213,0.1636776017316019,0.032590474252530394,14.493433064445853,0.46695380809391046
