model_name,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,macro_recall_mean,macro_recall_std,weighted_f1_mean,weighted_f1_std,mcc_mean,mcc_std,macro_auroc_ovr_mean,macro_auroc_ovr_std,macro_auprc_ovr_mean,macro_auprc_ovr_std,log_loss_mean,log_loss_std
bworf_mi,0.4415728977616455,0.07182244984873994,0.41257176810117985,0.06657295600430531,0.3926892681774126,0.06540000406334406,0.41257176810117985,0.06657295600430531,0.45760141508078095,0.07782000313548076,0.13628494855992956,0.09404217817201986,0.5853259338723669,0.05442631951411365,0.44814067123219714,0.04503349902734139,1.0420352765534957,0.045636385396375025
