scenario_id,scenario_json,method,seed,replicate,n_samples,p,m,h2,rho,signal_ratio,maf_type,case_control_ratio,n_features,n_causal_snps,auc,brier,mean_rank_causal,median_rank_causal,recall_at_20,fit_seconds,perm_seconds,status,error_msg
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,12,3,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.561067,0.277344,637.750000,634.000000,0.000000,34.892793,119.851473,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",rf,100,3,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.460978,0.255159,632.750000,643.000000,0.000000,0.256045,10.516954,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",orf,100,3,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.473067,0.255006,512.000000,546.000000,0.000000,0.877527,17.660218,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,100,3,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.530044,0.272712,613.500000,706.500000,0.000000,34.655854,120.284477,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",rf,90,3,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.496089,0.252773,398.500000,327.000000,0.000000,0.257369,10.608090,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",orf,90,3,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.488711,0.254029,314.250000,152.000000,0.000000,0.883079,17.436813,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,90,3,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.487822,0.294264,613.250000,708.000000,0.000000,34.869009,121.051972,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",rf,42,4,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.509778,0.251749,619.000000,701.500000,0.000000,0.255254,10.457129,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",orf,42,4,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.490311,0.254046,327.750000,220.500000,0.250000,0.936710,17.441865,ok,
246961712372,"{""case_control_ratio"":1.0,""h2"":0.005,""m"":2,""maf_fixed"":0.3,""maf_type"":""fixed"",""n_blocks"":50,""n_samples"":500,""p"":1000,""rho"":0.2,""signal_ratio"":0.5}",bworf,42,4,500,1000,2,0.005000,0.200000,0.500000,fixed,1.000000,1000,4,0.463556,0.315491,740.000000,808.500000,0.000000,34.577371,122.241635,ok,
