seed,fold,model_name,rank,feature_name,mi_score
46,10,bworf_mi,1,D185,0.09547843451611593
46,10,bworf_mi,2,D547,0.0913146988804765
46,10,bworf_mi,3,D183,0.09000895083015936
46,10,bworf_mi,4,D425,0.08047663516390569
46,10,bworf_mi,5,D182,0.07908927230778096
46,10,bworf_mi,6,D201,0.07693659899389527
46,10,bworf_mi,7,D233,0.0728905631009531
46,10,bworf_mi,8,D485,0.07252924637885405
46,10,bworf_mi,9,D546,0.07108252136548754
46,10,bworf_mi,10,D296,0.0710288233106966
46,10,bworf_mi,11,D511,0.07029214637965553
46,10,bworf_mi,12,D267,0.06992966752110474
46,10,bworf_mi,13,D420,0.06861131534028697
46,10,bworf_mi,14,D191,0.06800590623848635
46,10,bworf_mi,15,D407,0.06641802507852468
46,10,bworf_mi,16,D321,0.06636626578354421
46,10,bworf_mi,17,D424,0.06624013193099398
46,10,bworf_mi,18,D718,0.06623079239997498
46,10,bworf_mi,19,D493,0.066102194422621
46,10,bworf_mi,20,D197,0.06513930746342789
46,10,bworf_mi,21,D184,0.06492730608433539
46,10,bworf_mi,22,D520,0.06378682979830752
46,10,bworf_mi,23,D141,0.06325467073877533
46,10,bworf_mi,24,D149,0.0627550526698697
46,10,bworf_mi,25,D719,0.06194128287829126
46,10,bworf_mi,26,D516,0.060977801894537276
46,10,bworf_mi,27,D441,0.06055277742369669
46,10,bworf_mi,28,D594,0.06042994167076676
46,10,bworf_mi,29,D403,0.06036280969922081
46,10,bworf_mi,30,D315,0.05937321747039692
46,10,bworf_mi,31,D416,0.05927836312612911
46,10,bworf_mi,32,D316,0.05875139205312374
46,10,bworf_mi,33,D190,0.058574022722975405
46,10,bworf_mi,34,D276,0.05810359048754976
46,10,bworf_mi,35,D477,0.05794583357974936
46,10,bworf_mi,36,D238,0.057105135849743416
46,10,bworf_mi,37,D224,0.05681137128297298
46,10,bworf_mi,38,D426,0.05569626939737482
46,10,bworf_mi,39,D155,0.05560932373891658
46,10,bworf_mi,40,D759,0.055286829688641514
46,10,bworf_mi,41,D123,0.05515430023435597
46,10,bworf_mi,42,D093,0.05427088221186116
46,10,bworf_mi,43,D165,0.05427014573708777
46,10,bworf_mi,44,D438,0.05426387813308087
46,10,bworf_mi,45,D435,0.05402771716763488
46,10,bworf_mi,46,D365,0.05368575382417973
46,10,bworf_mi,47,D598,0.05363645789687177
46,10,bworf_mi,48,D715,0.05345058025348948
46,10,bworf_mi,49,D548,0.053336764521672686
46,10,bworf_mi,50,D319,0.05333478927681434
46,10,bworf_mi,51,D409,0.052745230074319194
46,10,bworf_mi,52,D404,0.05241532937248805
46,10,bworf_mi,53,D202,0.05229960946239398
46,10,bworf_mi,54,D307,0.05137769193293762
