model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_pos_mean,f1_pos_std,precision_pos_mean,precision_pos_std,recall_pos_mean,recall_pos_std,mcc_mean,mcc_std,auroc_mean,auroc_std,auprc_mean,auprc_std,log_loss_mean,log_loss_std,brier_mean,brier_std,fit_seconds_mean,fit_seconds_std
bworf_no_mi,0.6146296296296295,0.09795565875188975,0.5607719298245614,0.10524088669695993,0.396553494493123,0.13783604726736287,0.3843328338328339,0.14649200325627118,0.42833333333333334,0.16603622258677278,0.12298861831424579,0.20774579283463934,0.6002441520467837,0.12802489592452732,0.45527610149957115,0.13447466797543373,0.6911821526325791,0.1391825714826044,0.24147941335978834,0.048574999387300505,44.793724431060255,1.1886267975075677
