model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_pos_mean,f1_pos_std,precision_pos_mean,precision_pos_std,recall_pos_mean,recall_pos_std,mcc_mean,mcc_std,auroc_mean,auroc_std,auprc_mean,auprc_std,log_loss_mean,log_loss_std,brier_mean,brier_std,fit_seconds_mean,fit_seconds_std
rf,0.6999735449735448,0.07697267416147581,0.6144078947368421,0.0919048852249978,0.4379319467941758,0.14714374320836673,0.5062273837273836,0.1786966118957821,0.4025,0.16076302415982302,0.24866993103495133,0.1979290802377878,0.676841739766082,0.10789727873165669,0.5714086867201792,0.13632042603144026,0.5841299725139047,0.05475317945055755,0.19938606085882984,0.024206886262757032,0.14928070683032274,0.021618171736399502
